icd_10,DOID,MESH,ULMS,Alternateids,Name,Name_DO,Descriptions,probs,gender,pharmgkb_ids,symptoms,symptoms_mesh_id,sympotoms_tf_idfs,names_ru,descriptions_ru,symptoms_ru,symptoms_ru_no_stat
M02.18,,,,,"postdysenteric arthropathy, vertebrae",,,2.22785496700438e-05,neutral,,,,,,,,
M02.19,,,,,"postdysenteric arthropathy, multiple sites",,,2.22785496700438e-05,neutral,,,,,,,,
M02.20,,,,,"postimmunization arthropathy, unspecified site",,,2.22785496700438e-05,neutral,,,,,,,,
M02.28,,,,,"postimmunization arthropathy, vertebrae",,,2.22785496700438e-05,neutral,,,,,,,,
M02.29,,,,,"postimmunization arthropathy, multiple sites",,,2.22785496700438e-05,neutral,,,,,,,,
M02.30,,['MESH:D016918'],['UMLS_CUI:C0035012'],,"reiter's disease, unspecified site",,"[""Reiter's disease, unspecified site""]",2.22785496700438e-05,neutral,,"['Fever', 'Body Weight', 'Weight Loss', 'Abdominal Pain', 'Diarrhea, Infantile', 'Proteinuria', 'Weight Gain', 'Edema', 'Paralysis', 'Oral Manifestations', 'Diarrhea', 'Fever of Unknown Origin', 'Fatigue', 'Chorea', 'Muscle Cramp', 'Pain', 'Back Pain', 'Low Back Pain', 'Facial Pain', 'Pain, Intractable', 'Facial Paralysis', 'Hemiplegia', 'Ophthalmoplegia', 'Hyperesthesia', 'Vision Disorders', 'Arthralgia', 'Chest Pain', 'Jaundice', 'Purpura', 'Purpura, Thrombocytopenic, Idiopathic', 'Neurologic Manifestations', 'Skin Manifestations', 'Halitosis', 'Eye Manifestations']","['MESH:D005334', 'MESH:D001835', 'MESH:D015431', 'MESH:D015746', 'MESH:D003968', 'MESH:D011507', 'MESH:D015430', 'MESH:D004487', 'MESH:D010243', 'MESH:D009912', 'MESH:D003967', 'MESH:D005335', 'MESH:D005221', 'MESH:D002819', 'MESH:D009120', 'MESH:D010146', 'MESH:D001416', 'MESH:D017116', 'MESH:D005157', 'MESH:D010148', 'MESH:D005158', 'MESH:D006429', 'MESH:D009886', 'MESH:D006941', 'MESH:D014786', 'MESH:D018771', 'MESH:D002637', 'MESH:D007565', 'MESH:D011693', 'MESH:D016553', 'MESH:D009461', 'MESH:D012877', 'MESH:D006209', 'MESH:D005132']","[1.8568128968498905, 0.342987847144765, 2.000107422762349, 0.8484836781474079, 2.281245322020591, 1.248977773533552, 1.4866897406760522, 3.5752685646172924, 0.4844713774828484, 5.5973288485437225, 32.311584587880866, 1.4731549166710445, 1.1380131555214292, 1.992983371326988, 2.2425601797093533, 3.9526405035688814, 2.293857038358764, 1.5904210228767852, 1.9723285922962424, 1.992983371326988, 2.714193823260916, 1.2946323628920158, 1.3298472691830825, 2.694864231855688, 0.6634894318679091, 10.341100002283492, 1.0995608303564923, 1.45471177095225, 1.0632186059291338, 1.9338944549569816, 0.2098242395260031, 9.79771548962492, 3.2414079382237584, 12.063015791163966]",,,"['Высокая температура, температура', 'Вес тела', 'потеря веса', 'Боль в животе', 'Диарея инфантильная', 'альбуминурия, протеинурия', 'Увеличение веса', 'отёк, водянка', 'Паралич', 'Оральные проявления', 'диарея, понос', 'Лихорадка неизвестного происхождения', 'усталость', 'хорея', 'Мышечная судорога', 'Боль', 'Боль в спине', 'боль низа спины, Люмбаго', 'лицевая боль', 'Непреодолимая боль', 'Лицевой паралич', 'гемиплегия', 'офтальмоплегия', 'гиперестезия', 'Нарушения зрения', 'артралгия', 'Боль в груди', 'желтуха', 'Пурпура', 'тромбоцитопеническая идиопатическая пурпура', 'Неврологические проявления', 'Кожные проявления', 'дурной запах изо рта', 'галзные проявления']",
M02.38,,,,,"reiter's disease, vertebrae",,,2.22785496700438e-05,neutral,,,,,,,,
M02.39,,,,,"reiter's disease, multiple sites",,,2.22785496700438e-05,neutral,,,,,,,,
M02.80,,,,,"other reactive arthropathies, unspecified site",,,2.22785496700438e-05,neutral,,,,,,,,
M02.88,,,,,"other reactive arthropathies, vertebrae",,,2.22785496700438e-05,neutral,,,,,,,,
M02.89,,,,,"other reactive arthropathies, multiple sites",,,2.22785496700438e-05,neutral,,,,,,,,
M02.9,,,,,"reactive arthropathy, unspecified",,,2.22785496700438e-05,neutral,,,,,Реактивная артропатия неуточненная,,,
M05.00,,['MESH:D005258'],['UMLS_CUI:C0015773'],,"felty's syndrome, unspecified site",,"[""Felty's syndrome, unspecified site""]",9.651930747829112e-05,neutral,,"['Body Weight', 'Pain', 'Hematemesis', 'Purpura, Thrombocytopenic']","['MESH:D001835', 'MESH:D010146', 'MESH:D006396', 'MESH:D011696']","[0.342987847144765, 0.6587734172614802, 2.0858617278032967, 2.8298110411036603]",,,"['Вес тела', 'Боль', 'кровавая рвота', 'Пурпура тромбоцитопеническая идиопатическая']","частые пневмонии, кожные инфекции, некротический стоматит, ангина, сепсис"
M05.09,,,,,"felty's syndrome, multiple sites",,,9.651930747829112e-05,neutral,,,,,,,,
M05.10,,,,,rheumatoid lung disease with rheumatoid arthritis of unspecified site,,,9.651930747829112e-05,neutral,,,,,,,,
M05.19,,,,,rheumatoid lung disease with rheumatoid arthritis of multiple sites,,,9.651930747829112e-05,neutral,,,,,,,,
M05.20,,,,,rheumatoid vasculitis with rheumatoid arthritis of unspecified site,,,9.651930747829112e-05,neutral,,,,,,,,
M05.29,,,,,rheumatoid vasculitis with rheumatoid arthritis of multiple sites,,,9.651930747829112e-05,neutral,,,,,,,,
M05.30,,,,,rheumatoid heart disease with rheumatoid arthritis of unspecified site,,,9.651930747829112e-05,neutral,,,,,,,,
M05.39,,,,,rheumatoid heart disease with rheumatoid arthritis of multiple sites,,,9.651930747829112e-05,neutral,,,,,,,,
M05.40,,,,,rheumatoid myopathy with rheumatoid arthritis of unspecified site,,,9.651930747829112e-05,neutral,,,,,,,,
M05.49,,,,,rheumatoid myopathy with rheumatoid arthritis of multiple sites,,,9.651930747829112e-05,neutral,,,,,,,,
M05.50,,,,,rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,,,9.651930747829112e-05,neutral,,,,,,,,
M05.59,,,,,rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites,,,9.651930747829112e-05,neutral,,,,,,,,
M05.60,,,,,rheumatoid arthritis of unspecified site with involvement of other organs and systems,,,9.651930747829112e-05,neutral,,,,,,,,
M05.69,,,,,rheumatoid arthritis of multiple sites with involvement of other organs and systems,,,9.651930747829112e-05,neutral,,,,,,,,
M05.70,,,,,rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,,,9.651930747829112e-05,neutral,,,,,,,,
M05.79,,,,,rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,,,9.651930747829112e-05,neutral,,,,,,,,
M05.80,,,,,other rheumatoid arthritis with rheumatoid factor of unspecified site,,,9.651930747829112e-05,neutral,,,,,,,,
M05.89,,,,,other rheumatoid arthritis with rheumatoid factor of multiple sites,,,9.651930747829112e-05,neutral,,,,,,,,
M05.9,,,,,"rheumatoid arthritis with rheumatoid factor, unspecified",,,9.651930747829112e-05,neutral,,,,,Серопозитивный ревматоидный артрит неуточненный,,,
M06.00,,,,,"rheumatoid arthritis without rheumatoid factor, unspecified site",,,7.681765306774537e-05,neutral,,,,,,,,"боль и припухание в суставах, боль и припухание в суставах пальцев кистей, симметричное поражение мелких суставов кистей и стоп, Нарастают боли при движениях и в покое, утренняя скованность, рипухлость, нарушение функции суставов"
M06.08,,,,,"rheumatoid arthritis without rheumatoid factor, vertebrae",,,7.681765306774537e-05,neutral,,,,,,,,
M06.09,,,,,"rheumatoid arthritis without rheumatoid factor, multiple sites",,,7.681765306774537e-05,neutral,,,,,,,,
M06.1,,['MESH:D016706'],['UMLS_CUI:C0085253'],,adult-onset still's disease,,"[""Adult-onset Still's disease""]",7.681765306774537e-05,neutral,PA165109183,"['Fever', 'Body Weight', 'Seizures', 'Abdominal Pain', 'Nausea', 'Dyspnea', 'Hemoptysis', 'Proteinuria', 'Edema', 'Paralysis', 'Hearing Loss, Sensorineural', 'Diarrhea', 'Asthenia', 'Fever of Unknown Origin', 'Confusion', 'Unconsciousness', 'Coma', 'Pain', 'Back Pain', 'Headache', 'Pain, Intractable', 'Vision Disorders', 'Arthralgia', 'Chest Pain', 'Vomiting', 'Jaundice', 'Jaundice, Obstructive', 'Pruritus', 'Purpura, Thrombotic Thrombocytopenic']","['MESH:D005334', 'MESH:D001835', 'MESH:D012640', 'MESH:D015746', 'MESH:D009325', 'MESH:D004417', 'MESH:D006469', 'MESH:D011507', 'MESH:D004487', 'MESH:D010243', 'MESH:D006319', 'MESH:D003967', 'MESH:D001247', 'MESH:D005335', 'MESH:D003221', 'MESH:D014474', 'MESH:D003128', 'MESH:D010146', 'MESH:D001416', 'MESH:D006261', 'MESH:D010148', 'MESH:D014786', 'MESH:D018771', 'MESH:D002637', 'MESH:D014839', 'MESH:D007565', 'MESH:D041781', 'MESH:D011537', 'MESH:D011697']","[27.23325582046505, 0.342987847144765, 0.8451669255214139, 1.6969673562948158, 1.1387530741641398, 4.020886726158468, 1.6970743635369168, 8.742844414734861, 1.191756188205764, 0.4844713774828484, 2.429711720928589, 0.9231881310823103, 2.0632192510535368, 72.18459091688116, 1.5089482112769952, 0.9279728292056466, 1.312084812843242, 1.6469335431537004, 1.1469285191793817, 0.8845642547118906, 1.992983371326988, 0.6634894318679091, 22.1595000048932, 1.0995608303564923, 0.8435126654253875, 4.3641353128567495, 2.4980286321774794, 2.9318842169636072, 21.840386080896973]","Болезнь Стилла, развившаяся у взрослых",,"['Высокая температура, температура', 'Вес тела', 'Судороги', 'Боль в животе', 'тошнота, рвота ', 'одышка', 'кровохарканье', 'альбуминурия, протеинурия', 'отёк, водянка', 'Паралич', 'Потеря слуха нейросенсорная', 'диарея, понос', 'Астения', 'Лихорадка неизвестного происхождения', 'спутанное сознание', 'бессознательное состояние', 'кома', 'Боль', 'Боль в спине', 'головная боль, цефалгия', 'Непреодолимая боль', 'Нарушения зрения', 'артралгия', 'Боль в груди', 'рвотный рефлекс, глоточный рефлекс', 'желтуха', 'обтурационная желтуха', 'зуд, зудящий, чесотка', 'Пурпура тромботическая тромбоцитопеническая']",
M06.20,,,,,"rheumatoid bursitis, unspecified site",,,7.681765306774537e-05,neutral,,,,,,,,
M06.28,,,,,"rheumatoid bursitis, vertebrae",,,7.681765306774537e-05,neutral,,,,,,,,
M06.29,,,,,"rheumatoid bursitis, multiple sites",,,7.681765306774537e-05,neutral,,,,,,,,
M06.30,,,,,"rheumatoid nodule, unspecified site",,,7.681765306774537e-05,neutral,,,,,,,,
M06.38,,,,,"rheumatoid nodule, vertebrae",,,7.681765306774537e-05,neutral,,,,,,,,
M06.39,,,,,"rheumatoid nodule, multiple sites",,,7.681765306774537e-05,neutral,,,,,,,,
M06.4,,['MESH:D001168'],['UMLS_CUI:C0162323'],,inflammatory polyarthropathy,,['Inflammatory polyarthropathy'],7.681765306774537e-05,neutral,,"['Fever', 'Hypothermia', 'Body Weight', 'Weight Loss', 'Muscle Rigidity', 'Muscle Weakness', 'Seizures', 'Abdominal Pain', 'Anorexia', 'Anoxia', 'Cough', 'Dyspnea', 'Hemoptysis', 'Hyperventilation', 'Proteinuria', 'Weight Gain', 'Cachexia', 'Obesity', 'Edema', 'Paralysis', 'Hearing Disorders', 'Hearing Loss', 'Hearing Loss, Conductive', 'Hearing Loss, Sensorineural', 'Sleep Disorders', 'Oral Manifestations', 'Diarrhea', 'Asthenia', 'Fever of Unknown Origin', 'Overweight', 'Obesity, Morbid', 'Hydrops Fetalis', 'Fatigue', 'Hypergammaglobulinemia', 'Mobility Limitation', 'Athetosis', 'Chorea', 'Myoclonus', 'Psychomotor Agitation', 'Tremor', 'Meningism', 'Confusion', 'Syncope', 'Mental Retardation', 'Psychomotor Disorders', 'Muscle Cramp', 'Muscular Atrophy', 'Myotonia', 'Tetany', 'Pain', 'Back Pain', 'Low Back Pain', 'Facial Pain', 'Headache', 'Neck Pain', 'Neuralgia', 'Sciatica', 'Pain, Intractable', 'Facial Paralysis', 'Hemiplegia', 'Paraplegia', 'Vocal Cord Paralysis', 'Paresis', 'Psychophysiologic Disorders', 'Sensation Disorders', 'Dizziness', 'Deafness', 'Hearing Loss, Bilateral', 'Tinnitus', 'Hyperalgesia', 'Hypesthesia', 'Paresthesia', 'Vision Disorders', 'Blindness', 'Color Vision Defects', 'Vision, Low', 'Vertigo', 'Voice Disorders', 'Abdomen, Acute', 'Colic', 'Arthralgia', 'Chest Pain', 'Angina Pectoris', 'Pain, Postoperative', 'Pelvic Pain', 'Constipation', 'Dyspepsia', 'Hematemesis', 'Ecchymosis', 'Jaundice', 'Pruritus', 'Purpura', 'Purpura, Schoenlein-Henoch', 'Purpura, Thrombocytopenic', 'Albuminuria', 'Urinary Incontinence', 'Neurologic Manifestations', 'Torticollis', 'Spasm', 'Shoulder Pain', 'Skin Manifestations', 'Chills', 'Flushing', 'Intermittent Claudication', 'Scotoma', 'Hirsutism', 'Eye Manifestations', 'Photophobia', 'Oliguria', 'Purpura, Hyperglobulinemic', 'Dysmenorrhea', 'Aphonia', 'Decerebrate State']","['MESH:D005334', 'MESH:D007035', 'MESH:D001835', 'MESH:D015431', 'MESH:D009127', 'MESH:D018908', 'MESH:D012640', 'MESH:D015746', 'MESH:D000855', 'MESH:D000860', 'MESH:D003371', 'MESH:D004417', 'MESH:D006469', 'MESH:D006985', 'MESH:D011507', 'MESH:D015430', 'MESH:D002100', 'MESH:D009765', 'MESH:D004487', 'MESH:D010243', 'MESH:D006311', 'MESH:D034381', 'MESH:D006314', 'MESH:D006319', 'MESH:D012893', 'MESH:D009912', 'MESH:D003967', 'MESH:D001247', 'MESH:D005335', 'MESH:D050177', 'MESH:D009767', 'MESH:D015160', 'MESH:D005221', 'MESH:D006942', 'MESH:D051346', 'MESH:D001264', 'MESH:D002819', 'MESH:D009207', 'MESH:D011595', 'MESH:D014202', 'MESH:D008580', 'MESH:D003221', 'MESH:D013575', 'MESH:D008607', 'MESH:D011596', 'MESH:D009120', 'MESH:D009133', 'MESH:D009222', 'MESH:D013746', 'MESH:D010146', 'MESH:D001416', 'MESH:D017116', 'MESH:D005157', 'MESH:D006261', 'MESH:D019547', 'MESH:D009437', 'MESH:D012585', 'MESH:D010148', 'MESH:D005158', 'MESH:D006429', 'MESH:D010264', 'MESH:D014826', 'MESH:D010291', 'MESH:D011602', 'MESH:D012678', 'MESH:D004244', 'MESH:D003638', 'MESH:D006312', 'MESH:D014012', 'MESH:D006930', 'MESH:D006987', 'MESH:D010292', 'MESH:D014786', 'MESH:D001766', 'MESH:D003117', 'MESH:D015354', 'MESH:D014717', 'MESH:D014832', 'MESH:D000006', 'MESH:D003085', 'MESH:D018771', 'MESH:D002637', 'MESH:D000787', 'MESH:D010149', 'MESH:D017699', 'MESH:D003248', 'MESH:D004415', 'MESH:D006396', 'MESH:D004438', 'MESH:D007565', 'MESH:D011537', 'MESH:D011693', 'MESH:D011695', 'MESH:D011696', 'MESH:D000419', 'MESH:D014549', 'MESH:D009461', 'MESH:D014103', 'MESH:D013035', 'MESH:D020069', 'MESH:D012877', 'MESH:D023341', 'MESH:D005483', 'MESH:D007383', 'MESH:D012607', 'MESH:D006628', 'MESH:D005132', 'MESH:D020795', 'MESH:D009846', 'MESH:D011694', 'MESH:D004412', 'MESH:D001044', 'MESH:D003655']","[44.56350952439736, 1.9454362153971527, 39.44360242164797, 16.000859382098795, 2.4019328035177634, 5.957946490217173, 2.5355007765642417, 4.24241839073704, 1.8252606139541865, 7.0139200019522905, 1.3147291510963324, 5.026108407698086, 3.394148727073833, 2.1051301466691736, 18.73466660300328, 4.4600692220281575, 9.973620079023863, 46.623004491597406, 110.23744740903318, 3.8757710198627873, 1.4700331499131865, 0.8035505446228293, 2.2674202170287483, 3.644567581392885, 10.450992369085215, 5.5973288485437225, 22.15651514597545, 6.18965775316061, 14.731549166710444, 0.8238720995508412, 10.51763971424736, 2.341000252522606, 7.9660920886500035, 10.074750982241614, 11.055428413370556, 2.5821623093394943, 15.943866970615904, 1.775070869430331, 2.2425601797093533, 1.739352786828252, 3.074353853560592, 1.5089482112769952, 1.4908914275297522, 4.527233420363571, 2.6632819832742194, 8.970240718837413, 10.225752387156795, 3.0540485873998464, 2.3812066730006465, 157.77623343412452, 58.49335447814846, 38.17010454904285, 21.695614515258665, 7.076514037695126, 5.876376019736125, 18.459769272976303, 26.03291157688486, 5.978950113980964, 1.357096911630458, 11.651691266028145, 2.554958567331533, 3.9755590869039215, 1.2877357838329555, 13.342550707381308, 0.3433219042716397, 5.369885689645916, 9.82821730449809, 2.2117885210426, 1.9740336225473256, 86.18796280211596, 1.7219610441163826, 9.506127023048451, 1.3269788637358182, 4.392553420039799, 2.566609896332009, 2.2560435300466404, 3.1925038863751567, 1.66524481467453, 1.4376001304795285, 4.269494632745641, 119.66130002642326, 7.696925812495447, 5.810733490763428, 5.033565966799379, 2.041078125176324, 1.5939154935265591, 8.328208797546516, 2.0858617278032967, 2.2999812330780607, 2.9094235419045003, 8.795652650890823, 14.885060483007871, 31.971430731912648, 2.8298110411036603, 2.0650866652283315, 4.852588024904589, 0.2098242395260031, 4.309981845298934, 5.469109886250302, 7.261282158461784, 12.859501580132706, 3.5851794773265837, 5.2280242704531865, 2.2183032020637934, 2.3812066730006465, 2.483722236526241, 16.586646712850456, 2.85429196878379, 2.6140121352265933, 7.349049155324866, 2.7601047537240886, 3.628854540829244, 20.612732211764413]",Воспалительная полиартропатия,,"['Высокая температура, температура', 'гипотермия, переохлаждение', 'Вес тела', 'потеря веса', 'Жесткость мышц, мышечная ригидность ', 'Мышечная слабость', 'Судороги', 'Боль в животе', 'анорексия', 'Аноксия', 'Кашель', 'одышка', 'кровохарканье', 'гипервентиляция', 'альбуминурия, протеинурия', 'Увеличение веса', 'кахексия', 'ожирение, тучность, фактор насыщения', 'отёк, водянка', 'Паралич', 'Нарушения слуха', 'Потеря слуха', 'Потеря слуха кондуктивная', 'Потеря слуха нейросенсорная', 'Нарушения сна', 'Оральные проявления', 'диарея, понос', 'Астения', 'Лихорадка неизвестного происхождения', 'Избыточный вес', 'Ожирение', 'Водянка плода', 'усталость', 'гипергаммаглобулинемия', 'Ограничение подвижности', 'атетоз, атетоидный гиперкинез, экстрапирамидный мозговой паралич', 'хорея', 'Миоклонус', 'Психомоторное возбуждение', 'Тремор', 'менингизм', 'спутанное сознание', 'синкопе, обморок', 'Умственная отсталость', 'Психомоторные расстройства', 'Мышечная судорога', 'Мышечная атрофия', 'миотония', 'тетания', 'Боль', 'Боль в спине', 'боль низа спины, Люмбаго', 'лицевая боль', 'головная боль, цефалгия', 'Боль в шее', 'невралгия, нейродиния', 'радикулит', 'Непреодолимая боль', 'Лицевой паралич', 'гемиплегия', 'параплегия, паралич верхних или нижних конечностей', 'Паралич голосовых связок', 'Парез', 'Психофизиологические расстройства', 'Расстройства чувствительности', 'головокружение', 'Глухота', 'двусторонняя потеря слуха', 'шум в ушах', 'гипералгезия', 'гипестезия', 'парестезия, спонтанно возникающее неприятное ощущение онемения, покалывания, жжения ', 'Нарушения зрения', 'Слепота, корковая', 'Дефекты цветного зрения', 'низкое зрение', 'вертиго, головокружение', 'Голосовые расстройства', 'острая боль живота', 'Колики', 'артралгия', 'Боль в груди', 'Стенокардия', 'Послеоперационная боль', 'Боль в области таза', 'констипация, обстипация, коп-ростаз, запор', 'диспепсия', 'кровавая рвота', 'экхимоз, кровоподтёк', 'желтуха', 'зуд, зудящий, чесотка', 'Пурпура', 'Пурпура Шенлейна-Еноха', 'Пурпура тромбоцитопеническая идиопатическая', 'альбуминурия, протеинурия', 'Недержание мочи', 'Неврологические проявления', 'кривошея', 'спазм', 'Боль в плече', 'Кожные проявления', 'Озноб', 'Промывка', 'Перемежающаяся хромота', 'скотома', 'гирсутизм', 'галзные проявления', 'фотофобия, светобоязнь', 'олигурия, уменьшенное выделение мочи', 'гиперглобулинемия пурпура', 'Дисменорея', 'Афония', 'Децеребрационное состояние']",
M06.80,,,,,"other specified rheumatoid arthritis, unspecified site",,,7.681765306774537e-05,neutral,,,,,,,,
M06.88,,,,,"other specified rheumatoid arthritis, vertebrae",,,7.681765306774537e-05,neutral,,,,,,,,
M06.89,,,,,"other specified rheumatoid arthritis, multiple sites",,,7.681765306774537e-05,neutral,,,,,,,,
