,Index,Симптомы,МКБ_10
1839,Приобретённые пороки сердца,Двухклапанные порокиМитрально-аортальный порокАортально-митральный порокМитрально-трикуспидальный порокАортально-трикуспидальный порок,I34
1840,Приобретённые пороки сердца,Трёхклапанные порокиАортально-митрально-трикуспидальный порокМитрально-аортально-трикуспидальный порок,I34
1841,Приобретённые пороки сердца,Простые порокиСтенозНедостаточностьКомбинированные пороки — наличие стеноза и недостаточности на нескольких клапанах.[3]Сочетанный — наличие стеноза и недостаточности на одном клапане.,I34
1842,Приобретённые пороки сердца,Митральный стеноз является последствием ревматизма у 30-50 % больных,I34
1843,Приобретённые пороки сердца,В результате нарушения способности клапанов регулировать ток крови между камерами сердца возникают нарушения системного кровотока. Застой крови в малом или большом круге кровообращения.,I34
1844,Приобретённые пороки сердца,"При минимально выраженных клапанных пороках заболевание может клинически не проявляться. При декомпенсации появляется клиника гемодинамических нарушений в малом или большом кругах кровообращения. Наиболее характерны одышка при физической нагрузке, цианоз кожных покровов, отёки, сердцебиение, боли в области сердца, кашель.",I34
1845,Приобретённые пороки сердца,"в стадии компенсации жалобы отсутствуют, при снижении сократительной функции левого желудочка и повышении давления в малом круге кровообращения появляются жалобы на:одышку вначале при физической нагрузке, а затем и в покоесердцебиениеболи в области сердца ишемического характера (из-за отставаний развития коронарных коллатералей при гипертрофии миокарда)сухой кашельПри нарастании симптомов правожелудочковой недостаточности появляются отеки на ногах, боли в правом подреберье (из-за увеличения печени и растяжения её капсулы).",I34
1846,Приобретённые пороки сердца,"осмотр: акроцианоз, набухание шейных венпальпация: усиленный разлитой верхушечный толчок, смещенный влево и нередко вниз в V или в VI межреберье; сердечный горб (при гипертрофии и дилатации правого желудочка)перкуссия: расширение относительной тупости сердца вначале влево, вверх, а затем и вправо.аускультация: I тон на верхушке сердца ослаблен или отсутствует (так как нет «периода замкнутых клапанов»); систолический шум на верхушке, распространяющийся вдоль V и VI ребер в подмышечную впадину и в точку Боткина и убывающий в конце систолы (возникает из-за прохождения крови из левого желудочка в левое предсердие через узкую щель между створками клапана); акцент II тона над легочной артерией и его расщепление (из-за быстрого захлопывания клапанов при повышении давления).характеристики пульса и АД: характерных изменений не имеют.",I34
1847,Приобретённые пороки сердца,"одышку вначале при физической нагрузке, затем и в покое; при резком подъёме давления в малом круге кровообращения возможно появления сердечной астмыкашель сухой или с небольшим количеством слизистой мокротыохриплость голоса (симптом Ортнера)кровохарканье (в мокроте появляются сидерофаги — «клетки сердечных пороков»)боли в области сердца, сердцебиения, перебои; часто развивается мерцательная аритмияслабость, повышенная утомляемость (так как характерна фиксация минутного объёма — отсутствие адекватного увеличения минутного объёма сердца при физической нагрузке)",I34
1848,Приобретённые пороки сердца,"осмотр: на фоне бледной кожи выявляется резко очерченный лиловый «митральный» румянец щек с цианозом губ и кончика носа (facies mitralis); усиленная эпигастральная пульсация правого желудочка («сердечный толчок»); отсутствие или ослабление верхушечного толчка (так как левый желудочек не увеличен в объёме и смещен гипертрофированным правым желудочком)пальпация: при пальпации верхушки сердце, особенно после физической нагрузки в положении на левом боку на выдохе — диастолическое дрожание («кошачье мурлыканье» — из-за колебаний крови при прохождении её через суженное митральное отверстие); симптом двух молоточков Нестерова — если положить руку ладонью на верхушку, а пальцами на область II межреберья слева от грудины, то хлопающий I тон ощущается ладонью как первый «молоточек», а акцентированный II тон ощущается пальцами как второй «молоточек»; сердечный горб.перкуссия: смещение границ относительной тупости сердца вверх (за счёт гипертрофии левого предсердия) и вправо (за счёт расширения правого желудочка), при этом границы абсолютной сердечной тупости увеличиваются больше, чем относительной (так как за счёт расширения правого желудочка сердце, раздвинув края лёгких, прижимается к грудной стенке своей правой увеличенной половиной).аускультация: усиленный (хлопающий) I тон над верхушкой сердца (в диастолу левый желудочек не наполняется кровью в достаточной мере и быстро сокращается); дополнительный III тон на верхушке (тон открытия митрального клапана; связан с резким движением створок митрального клапана в начале диастолы); I тон + II тон + щелчок открытия митрального клапана — трехчленный ритм на верхушке сердца — ритм «перепела»; диастолический шум на верхушке сердца, возникающий в различные периоды диастолы:протодиастолический шум — возникает в начале диастолы, связан с движением крови через суженное отверстие из-за разности давления в предсердии и желудочке; убывающий, низкого рокочущего тембра (пальпаторный эквивалент — «кошачье мурлыканье»), выслушивается на ограниченном пространстве, лучше после физической нагрузки, на левом боку, на выдохе, не проводится.пресистолический шум — возникает в конце диастолы за счёт активной систолы предсердий; имеет нарастающий характер, исчезает при мерцательной аритмиихарактеристика пульса и АД: различный пульс (симптом Попова) — пульс на левой лучевой артерии слабее, чем на правой из-за сдавления левой подключичной артерии увеличенным левым предсердием; АД имеет тенденцию к снижению из-за уменьшения сердечного выброса.",I34
1849,Приобретённые пороки сердца,"длительно протекает бессимптомно, основные жалобы появляются при сужении аортального отверстия на 2/3 нормы (менее 0,75 см2):сжимающие боли за грудиной при физической нагрузке (снижение коронарного кровообращения).головокружение, обмороки (ухудшение мозгового кровообращения);В дальнейшем при снижении сократительной функции левого желудочка появляются: приступы сердечной астмы; одышка в покое; повышенная утомляемость (обусловлена отсутствием адекватного возрастания минутного объёма сердца при физической нагрузке). При появлении застойных явлений в большом круге кровообращения больные жалуются на: отеки нижних конечностей; боли в правом подреберье (связаны с увеличением печени и растяжением капсулы).",I34
1850,Приобретённые пороки сердца,"осмотр: бледность кожных покровов (из-за спазма сосудов кожи как реакции на малый сердечный выброс), акроцианоз (при декомпенсации), отеки нижних конечностей, набухание шейных вен, выраженный верхушечный толчок.пальпация: пальпируется разлитой «высокий» резистентный верхушечный толчок, смещенный вниз (VI межреберье) и влево (до передней подмышечной линии); в точке Боткина и особенно во втором межреберье справа от грудины (над аортой) часто определяется систолическое дрожание («кошачье мурлыканье»), возникающее из-за завихрения крови при прохождении через суженное аортальное отверстие.перкуссия: расширение левой границы относительной тупости сердца, увеличение размеров поперечника сердца (аортальная конфигурация сердца).аускультация: первый тон ослаблен (за счёт медленного сокращения левого желудочка и удлинения систолы), второй тон ослаблен над аортой (а при неподвижности сросшихся створок аортального клапана он может совсем исчезать); грубый, нарастающе-убывающий систолический шум с эпицентром над аортой, проводится на сонные артерии, усиливается при выслушивании больного на правом боку с задержкой дыхания во время выдоха.характеристика пульса и АД: пульс малый, медленный и редкий (кровь в аорту проходит медленно и в меньшем количестве); систолическое АД снижено, диастолическое нормальное или повышено, пульсовое давление уменьшено.",I34
1851,Приобретённые пороки сердца,"в стадии компенсации порока общее самочувствие удовлетворительное, лишь иногда больные ощущают сердцебиение (из-за компенсаторной тахикардии) и пульсацию за грудиной (из-за перемещения увеличенного объёма крови из левого желудочка в аорту и обратно), при декомпенсации жалобы на:боль в области сердца стенокардитического характера, плохо или некупирующиеся нитроглицерином (обусловлены относительной коронарной недостаточностью за счёт гипертрофии миокарда, ухудшением кровенаполнения коронарных артерий при низком диастолическом давлении в аорте и из-за сдавления субэндокардиальных слоёв избыточным объёмом крови)головокружение, наклонность к обморокам (связаны с нарушением питания мозга)одышку вначале при физической нагрузке, а затем и в покое (появляется при снижении сократительной функции левого желудочка)отеки, тяжесть и боль в правом подреберье (при развитии правожелудочковой недостаточности)",I34
1852,Приобретённые пороки сердца,"осмотр: бледность кожных покровов (вызвана малым кровенаполнением артериальной системы во время диастолы); пульсация периферических артерий — сонных («пляска каротид»), подключичных, плечевых, височных; ритмичное, синхронное с пульсом покачивание головы (симптом Мюссе); ритмичное изменение цвета ногтевого ложа и губ при легком надавливании прозрачным стеклом на слизистую губ, на конец ногтя, так называемый капиллярный пульс (симптом Квинке).пальпация: верхушечный толчок определяется в шестом, иногда в седьмом межреберье, кнаружи от среднеключичной линии, разлитой, усиленный, приподнимающий, куполообразный.перкуссия: граница относительной сердечной тупости смещена вниз и влево, увеличены размеры поперечника сердца и ширина сосудистого пучка (аортальная конфигурация).аускультация: I тон на верхушке сердца ослаблен (створки митрального клапана захлопываются с меньшей амплитудой вследствие переполнения левого желудочка кровью, давление в полости левого желудочка нарастает медленно при отсутствии периодов замкнутых клапанов); II тон на аорте при ревматическом пороке ослаблен, при сифилитическом и атеросклеротическом — звучный, иногда усилен и даже с металлическим оттенком; шумы:органический шум — мягкий, дующий протодиастолический шум над аортой, проводящийся к верхушке серд-ца; при ревматическом пороке данный шум не грубый, лучше выслушивается в точке Боткина-Эрба, при сифилитическом пороке — шум более грубый, лучше выслушивается во втором межреберье справафункциональные шумы: систолический шум на верхушке (относительная недостаточность митрального клапана при большом расширении левого желудочка); диастолический, пресистолический шум Флинта (обратный ток крови во время диастолы из аорты в желудочек происходит со значительной силой и оттесняет створку митрального клапана, что создаёт функциональный стеноз митрального отверстия, и во время диастолы создается препятствие току крови из левого предсердия в желудочек).На бедренной артерии выслушивается двойной тон Траубе (как результат колебаний стенки сосуда во время систолы и во время диастолы) и двойной шум Виноградова-Дюрозье (первый шум стенотический — обусловлен током крови через суженный стетоскопом сосуд; второй — ускорением обратного кровотока по направлению к сердцу во время диастолы).характеристика пульса и АД: пульс скорый, высокий, большой (из-за большого пульсового давления и увеличенного объёма крови, поступающего в аорту во время систолы); систолическое АД повышается, диастолическое понижается, пульсовое давление повышается.",I34
1853,Приобретённые пороки сердца,"В настоящее время наиболее эффективным методом диагностики является ЭХО-кардиоскопия с доплерографией, которая позволяет оценить выраженность порока и степень его декомпенсации.Помимо этого, проводится ЭКГ и суточный мониторинг ЭКГ для установления ритма сердца, а также фонокардиография для регистрации тонов и шумов сердца. Для уточнения вида порока сердца проводится рентгенограмма.Не стоит забывать о 4 стандартных методах диагностики: осмотре, пальпации, перкуссии, аускультации. В частности, при митральном стенозе можно выслушать трёхчленный тон — ритм перепела.",I34
1854,Приобретённые пороки сердца,Для ликвидации воспаления — медикаментозное.Для полного излечения — хирургическое.,I34
1855,Прогрессирующий супрануклеарный парез взора,"известный также под названием «синдром Стила-Ричардсона-Ольшевского» — это спорадическое нейродегенеративное заболевание, нейропатологически характеризующееся скоплением тау-белков в астроцитах, нейрональных отростках и нейронах; анатомически преимущественно в бледном шаре, субталамическом ядре, красном ядре, черной субстанции и зубчатом ядре. Результатом этого является прогрессирующий глиоз и атрофия этих областей, снижение концентрации нейротрансмиттеров допамина, ацетилхолина, норадреналина, гамма-аминомасляной кислоты и серотонина. Относится к так называемым атипичным синдромам паркинсонизма («паркинсонизм плюс»—синдромы)",G23.1
1856,Прогрессирующий супрануклеарный парез взора,"Впервые заболевание было описано в 1964 году Джоном Стилом, Клифордом Ричардсоном и Джерси Ольшевским. Невролог Ричардсон консультировал одного знакомого, жалующегося на беспомощность, проблемы со зрением и легкую забывчивость. Ричардсон наблюдал за развитием заболевания и описал подобные же симптомы у нескольких других пациентов. Ольшевский и Стил, также врачи, исследовали патологию мозга у умерших пациентов с описанной симптоматикой.",G23.1
1857,Прогрессирующий супрануклеарный парез взора,"Эпидемиологические исследования показали, что прогрессирующий супрануклеарный парез взора является самым частым среди всех атипичных синдромов паркинсонизма. Частота возникновения оценивается в 5,3 случаев в год на 100 тыс. населения старше 50 лет, таким образом частота возникновения ПСПВ сопоставима с таковой у бокового амиотрофического склероза[2]. Средний возраст возникновения заболевания лежит между 60 и 65 годами, в среднем смерть наступает после 5,6 лет от начала заболевания[3]. Заболевание протекает, постоянно прогрессируя. В последних стадиях заболевания пациенты привязаны к инвалидному креслу или к кровати. Больные ПСПВ умирают от осложнений, чаще всего от аспирационной пневмонии, нейрогенной дыхательной недостаточности и эмболии легочной артерии.",G23.1
1858,Прогрессирующий супрануклеарный парез взора,"Заболевание относится к таупатиям, патогенез заболевания остается невыясненным. Несмотря на спорадическое возникновение заболевания, возможна генетическая предрасположенность, ассоциированная с Н1-тау-гаплотипом. Была доказана связь возникновения заболевания с полиморфизмом экзона 10 в тау-гене хромосомы 17.",G23.1
1859,Прогрессирующий супрануклеарный парез взора,"прогрессирующий акинетически-ригидный синдром (синдром паркинсонизма);прогрессирующий супрануклеарный вертикальный парез взора;нарушение постурального контроля и ходьбы, типичны падения пациента уже в ранней стадии заболевания (в первый год заболевания)когнитивные нарушениядисфагия и дизартриянарушения снаотсутствие эффекта при лечении леводопой.",G23.1
1860,Прогрессирующий супрануклеарный парез взора,"вертикальный парез взора (ограничение движения взора более чем 50 % при взгляде наверх и значительное ограничение при взгляде вниз)в течение заболевания: нарушение удержания взора при взгляде в сторону, нарушение горизонтального взора и конвергенциинарушение координации «взор-движения головы»: при взгляде в сторону сначала поворачивается голова и только потом глазные яблоки в направлении цели;рефлекс моргания: «flashing light»-тест — при проверке реакции зрачков на свет вызывается рефлекс моргания, также и при многократном повторе теста.",G23.1
1861,Прогрессирующий супрануклеарный парез взора,"нарушение текучести речи, нарушение абстрактного мышления, нарушение контроля над автоматическими движениями, патологический смех и плач Необязательные симптомы:застывшее выражение лица с заметно замедленными миганиями и гиперподвижностью лобовой мышцы, невозможность открывания глаз по требованию из-за блефароспазма или апраксии открывания век, палилалия или палилогия, быстрая микрография.Психические нарушения: эмоциональная лабильность, расстройства личности. ",G23.1
1862,Прогрессирующий супрануклеарный парез взора,"пирамидные знаки, тремор покоя, хорея, дистония конечностей, респираторные дискинезии, миоклонии.В ранней стадии заболевание мало чем отличается от классической болезни Паркинсона — включая склонность к акцентированию акинетически-ригидного синдрома на одной стороне тела и типичного для болезни Паркинсона тремора покоя. Отличием прогрессирующего супрануклеарного пареза взора от болезни Паркинсона является лишь незначительное и кратковременное улучшение симптоматики в ответ на лечение препаратами леводопы, быстрый прогресс заболевания и раннее возникновение апатии и падений.",G23.1
1863,Прогрессирующий супрануклеарный парез взора,"Диагностика клиническая. Дополнительно проводится магнитно-резонансная томография, однофотонная эмиссионная компьютерная томография, позитронно-эмиссионная томография.",G23.1
1864,Прогрессирующий супрануклеарный парез взора,"Дифференциальный диагноз проводится с кортикобазальной дегенерацией, фронто-темпоральной дегенерацией, болезнью Паркинсона, мультисистемной атрофией и другими нейродегенеративными заболеваниями, сопровождающиеся супрануклеарным парезом взора; васкулярно обусловленным супрануклеарным парезом взора при ишемических очагах в базальных ганглиях, внутренней капсуле, среднем мозге; внутричерепной гипертензией, опухолями среднего мозга, болезнью Виппла.",G23.1
1865,Прогрессирующий супрануклеарный парез взора,"Из-за крайне низкого числа рандомизированных контролируемых исследований прагматическая терапия прогрессирующего супрануклеарного пареза взора основывается на так называемом эмпирическом уровне доказательности. Из-за весьма ограниченных фармакотерапевтических возможностей рекомендуется раннее подключение физиотерапии, эрготерапии и логопедических занятий. Особенное внимание стоит обратить на профилактику падений. При выраженном нарушении глотания рекомендуется подача питания через гастростому. Назогастральные зонды должны применяться только кратковременно. Несмотря на небольшие надежды на медикаментозное лечение, стоит начать его с леводопы. Препаратами второго выбора является амитриптилин и золпидем — оба препарата могут на период от недель до нескольких месяцев улучшить моторную симптоматику. Показал свою эффективность коэнзим Q10. На настоящий момент нет доказательств положительного действия холинэргических, серотонинэргических или норадренэргических препаратов у пациентов с ПСПВ. При апраксии открывания глаз и дистонии конечностей оказывают хороший эффект локальные инъекции токсина ботулина типа А. Применение призменных линз в очках не показало какого-либо эффекта.",G23.1
1866,Проктит,представляет собой воспаление слизистой оболочки прямой кишки[2][3].,K51.2
1867,Проктит,"При вовлечении в процесс сигмовидной кишки — проктосигмоидит[4]. Ограниченные воспаления в области заднего прохода называются соответственно: криптит, папиллит, сфинктерит, анусит[5].",K51.2
1868,Проктит,"Является следствием нелеченного острого заболевания либо имеет специфическую природу — туберкулёзную, сифилитическую, гонорейную, вследствие глистной инвазии и др. Клинически проявляется периодически возникающим чувством дискомфорта в прямой кишке, ощущением неполного опорожнения, периодическими обострениями, сопровождающимися учащением стула с примесью слизи и иногда крови, болезненными позывами на дефекацию. Хронические воспалительные процессы могут приводить к развитию язв на слизистой оболочке прямой кишки, образованию свищей.",K51.2
1869,Герпес,"вирусное заболевание с характерным высыпанием сгруппированных пузырьков на коже и слизистых оболочках. Вызывается герпесвирусами двух видов: HSV-1 и HSV-2. Наиболее часто встречается лабиальная (губная) форма инфекции. Видимые симптомы лабиальной формы часто называют «простудой», например «простуда на губах»[3] (при этом не следует путать с простудой — как острой респираторной вирусной инфекцией). На втором месте по частоте встречаемости находится генитальный герпес, поражающий преимущественно области половых органов. HSV-1 обычно вызывает инфекции рта, шеи, лица, глаз и ЦНС, в то время как для HSV-2 характерны аногенитальные поражения. Тем не менее, оба типа вируса могут вызывать поражения и той и другой локализации, например после заражения при орогенитальных формах половых контактов. Некоторые виды вирусов герпеса поражают самые разнообразные места.",A60
1870,Герпес,"Также существуют и другие формы вирусных поражений: герпетический панариций, лат. herpes gladiatorum, встречающийся у спортсменов-борцов, глазной герпес (кератит), формы герпетических энцефалитов, менингитов, неонатальный герпес, кроме того, предполагается, что паралич Белла также вызывается этим вирусом.",A60
1871,Герпес,"Следует отметить, что подобную симптоматику вызывают и другие представители семейства Herpesviridae, такие как опоясывающий лишай, вызываемый вирусом ветряной оспы. Кроме того дифференциальная диагностика предполагает рассмотрение также других заболеваний рук, ног, слизистых оболочек рта, характеризующихся схожими повреждениями.",A60
1872,Герпес,"На данный момент не существует лекарства от герпеса. Имеющиеся препараты только подавляют размножение вируса, но не удаляют фрагменты вирусной ДНК из нейроцитов. Поэтому всегда существует вероятность рецидива, особенно при иммунодефицитах (например при ВИЧ-инфекции, опухолях или после трансплантации органов). Через несколько лет рецидивы начинают протекать бессимптомно, хотя человек является заразным для окружающих. Лечение противовирусными средствами позволяет подавить активность вируса и облегчить симптомы. Разрабатываемые вакцины не доказали свою эффективность во время клинических испытаний.",A60
1873,Герпес,"Вирус простого герпеса легче всего передаётся при прямом контакте с повреждёнными тканями или биологическими жидкостями носителя. Передача может также происходить транскутанно (через кожу) во время периодов бессимптомного вирусоносительства. Барьерные методы являются самыми надёжными и тем не менее, они лишь уменьшают вероятность передачи, не исключая её. Оральный герпес легко диагностируется только при наличии внешних проявлений — ран или язв. На ранних стадиях симптомы заболевания отсутствуют и диагностировать герпес можно только лабораторными методами.",A60
1874,Герпес,"Во внешней среде при комнатной температуре и нормальной влажности вирус простого герпеса сохраняется в течение суток, при температуре 50—52 °С разлагается через 30 мин, а при низких температурах (−70 °С) вирус способен сохранять жизнеспособность в течение 5 суток. На металлических поверхностях (монеты, дверные ручки, водопроводные краны) вирус выживает в течение 2 часов, на влажной стерильной медицинской вате и марле — в течение всего времени их высыхания (до 6 ч)[4].",A60
1875,Герпес,"Вирус простого герпеса (HSV) вызывает несколько идентичных медицинских расстройств. Инфекция кожи, слизистой может вызывать поражения на лице и рте (лабиальный герпес), гениталиях или руках (герпетический панариций). Более серьёзные нарушения происходят, когда вирус поражает глаза (герпетический кератит) или проникает в центральную нервную систему, повреждая головной мозг (герпетический энцефалит). Пациенты — люди с несформированной системой иммунитета (новорождённые) или иммунодефицитами, такие как реципиенты после трансплантации органов, больные СПИДом. С действием вируса также связывают когнитивный дефицит, возникающий у больных биполярным аффективным расстройством и болезнью Альцгеймера, хотя это в первую очередь определяется наследственностью пациента.",A60
1876,Герпес,"После первичного заражения вирус герпеса навсегда встраивается в геном клетки-хозяина и никогда не будет удалён иммунной системой. Он входит в нервные окончания в коже и перемещается по ним в чувствительный нейрон, расположенный в ганглии[5], где переходит в латентную стадию.",A60
1877,Герпес,"Вероятно, антитела, выработанные при заражении HSV-1-типом вируса, облегчают симптомы при последующем заражении HSV-2-типом, однако даже асимптоматический больной всё ещё продолжает быть заразным. Многие отмечают тот факт, что предварительная иммунизация вирусом HSV-2 также облегчает симптоматику у людей, заразившихся вирусом HSV-1-типа. Инфицирование вирусом HSV-2 часто протекает бессимптомно, хотя возможность передачи может сохраняться длительное время.",A60
1878,Герпес,"Хотя на данный момент точная этиология паралича Белла, как формы паралича лицевого нерва, неизвестна, существует теория, по которой паралич может вызываться реактивацией вируса HSV-1. На данный момент эта теория оспаривается, так как вирусы группы HSV обнаруживаются у множества людей, не имеющих паралича. Кроме того, у пациентов с параличом не выявлено значимого повышения уровня антител к HSV, и противовирусные препараты не улучшают состояние таких больных.",A60
