mkb_cod,mkb_name,class_id
N89.9,Невоспалительная болезнь влагалища неуточненная,1410
N90,Другие невоспалительные болезни вульвы и промежности,1410
N90.0,Слабовыраженная дисплазия вульвы,1410
N90.1,Умеренная дисплазия вульвы,1410
N90.2,"Резко выраженная дисплазия вульвы, не классифицированная в других рубриках",1410
N90.3,Дисплазия вульвы неуточненная,1410
N90.4,Лейкоплакия вульвы,1410
N90.5,Атрофия вульвы,1410
N90.6,Гипертрофия вульвы,1410
N90.7,Киста вульвы,1410
N90.8,Другие уточненные невоспалительные болезни вульвы и промежности,1410
N90.9,Невосполительная болезнь вульвы и промежности неуточненная,1410
N91,"Отсутствие менструаций, скудные и редкие менструации",1410
N91.0,Первичная аменорея,1410
N91.1,Вторичная аменорея,1410
N91.2,Аменорея неуточненная,1410
N91.3,Первичная олигоменорея,1410
N91.4,Вторичная олигоменорея,1410
N91.5,Олигоменорея неуточненная,1410
N92,"Обильные, частые и нерегулярные менструации",1410
N92.0,Обильные и частые менструации при регулярном цикле,1410
N92.1,Обильные и частые менструации при нерегулярном цикле,1410
N92.2,Обильные менструации в пубертатном периоде,1410
N92.3,Овуляторные кровотечения,1410
N92.4,Обильные кровотечения в предменопаузном периоде,1410
N92.5,Другие уточненные формы нерегулярных менструаций,1410
N92.6,Нерегулярные менструации неуточненные,1410
N93,Другие аномальные кровотечения из матки и влагалища,1410
N93.0,Посткоитальные или контактные кровотечения,1410
N93.8,Другие уточненные аномальные кровотечения из матки и влагалища,1410
N93.9,Аномальное маточное и влагалищное кровотечение неуточненное,1410
N94,"Болевые и др. состояния,связанные с жен. половыми органами и менстр. циклом",1410
N94.0,Боли в середине менструального цикла,1410
N94.1,Диспареуния,1410
N94.2,Вагинизм,1410
N94.3,Синдром предменструального напряжения,1410
N94.4,Первичная дисменорея,1410
N94.5,Вторичная дисменорея,1410
N94.6,Дисменорея неуточненная,1410
N94.8,"Др.уточненные состояния, связанные с жен. половыми органами и менстр.циклом",1410
N94.9,"Состояния, связанные с жен. половыми органами и менстр. циклом,неуточненные",1410
N95,Нарушения менопаузы и другие нарушения в околоменопаузном периоде,1410
N95.0,Постменопаузные кровотечения,1410
N95.1,Менопаузные и климактерические состояния у женщин,1410
N95.2,Постменопаузный атрофический вагинит,1410
N95.3,"Состояния, связанные с искусственно вызванной менопаузой",1410
N95.8,Другие уточненные нарушения менопаузного и перименопаузного периода,1410
N95.9,Менопаузные и перименопаузные нарушения неуточненные,1410
N96,Привычный выкидыш,1410
N96.9,Привычный выкидыш,1410
N97,Женское бесплодие,1410
N97.0,"Женское бесплодие, связанное с отсутствием овуляции",1410
N97.1,Женское бесплодие трубного происхождения,1410
N97.2,Женское бесплодие маточного происхождения,1410
N97.3,Женское бесплодие цервикального происхождения,1410
N97.4,"Женское бесплодие, связанное с мужскими факторами",1410
N97.8,Другие формы женского бесплодия,1410
N97.9,Женское бесплодие неуточненное,1410
N98,"Осложнения, связанные с искусственным оплодотворением",1410
N98.0,"Инфекция, связанная с искусственным оплодотворением",1410
N98.1,Гиперстимуляция яичников,1410
N98.2,"Осложн.,связ.с попыткой имплант. оплодотв.яйцекл.после экстракорп.оплодотв.",1410
N98.3,"Осложнения, связанные с попыткой имплантации эмбриона",1410
N98.8,"Другие осложнения, связанные с искусственным оплодотворением",1410
N98.9,"Осложнения, связанные с искусственным оплодотворением, неуточненные",1410
N99,"Нарушения мочеполовой системы после медицинских процедур, НКДР",1411
N99.0,Послеоперационная почечная недостаточность,1411
N99.1,Послеоперационная стриктура уретры,1411
N99.2,Послеоперационные спайки влагалища,1411
N99.3,Выпадение свода влагалища после экстирпации матки,1411
N99.4,Послеоперационные спайки в малом тазу,1411
N99.5,Дисфункция наружной стомы мочевых путей,1411
N99.8,Другие нарушения мочеполовой системы после медицинских процедур,1411
N99.9,Нарушение мочеполовой системы после медицинских процедур неуточненное,1411
O00,Внематочная [эктопическая] беременность,1501
O00.0,Абдоминальная [брюшная] беременность,1501
O00.1,Трубная беременность,1501
O00.2,Яичниковая беременность,1501
O00.8,Другие формы внематочной беременности,1501
O00.9,Внематочная беременность неуточненная,1501
O01,Пузырный занос,1501
O01.0,Пузырный занос классический,1501
O01.1,Пузырный занос неполный и частичный,1501
O01.9,Пузырный занос неуточненный,1501
O02,Другие анормальные продукты зачатия,1501
O02.0,Погибшее плодное яйцо и непузырный занос,1501
O02.1,Несостоявшийся выкидыш,1501
O02.8,Другие уточненные анормальные продукты зачатия,1501
O02.9,Анормальный продукт зачатия неуточненный,1501
O03,Самопроизвольный аборт,1501
O03.0,"Неполный аборт, осложнившийся инфекцией половых путей и тазовых органов",1501
O03.1,"Неполный аборт, осложнившийся длительным или чрезмерным кровотечением",1501
O03.2,"Неполный аборт, осложнившийся эмболией",1501
O03.3,Неполный аборт с другими и неуточненными осложнениями,1501
O03.4,Неполный аборт без осложнений,1501
O03.5,"Полный или неуточн.аборт,осложнившийся инфекцией пол. путей и таз. органов",1501
O03.6,"Полный или неуточн.аборт,осложнившийся длительным или чрезмерным кровотеч.",1501
O03.7,"Полный или неуточненный аборт, осложнившийся эмболией",1501
O03.8,Полный или неуточненный аборт с другими или неуточненными осложнениями,1501
O03.9,Полный или неуточненный аборт без осложнений,1501
O04,Медицинский аборт,1501
O04.0,"Неполный аборт, осложнившийся инфекцией половых путей и тазовых органов",1501
O04.1,"Неполный аборт, осложнившийся длительным или чрезмерным кровотечением",1501
O04.2,"Неполный аборт, осложнившийся эмболией",1501
O04.3,Неполный аборт с другими неуточненными осложнениями,1501
O04.4,Неполный аборт без осложнений,1501
O04.5,"Полный или неуточн.аборт,осложнившийся инфекцией пол. путей и таз. органов",1501
O04.6,"Полный или неуточн.аборт,осложнившийся длительным или чрезмерным кровотеч.",1501
O04.7,"Полный или неуточненный аборт, осложнившийся эмболией",1501
O04.8,Полный или неуточненный аборт с другими или неуточненными осложнениями,1501
O04.9,Полный или неуточненный аборт без осложнений,1501
O05,Другие виды аборта,1501
O05.0,"Неполный аборт, осложнившийся инфекцией половых путей и тазовых органов",1501
O05.1,"Неполный аборт, осложнившийся длительным или чрезмерным кровотечением",1501
O05.2,"Неполный аборт, осложнившийся эмболией",1501
O05.3,Неполный аборт с другими и неуточненными осложнениями,1501
O05.4,Неполный аборт без осложнений,1501
O05.5,"Полный или неуточн.аборт,осложнившийся инфекцией пол. путей и таз. органов",1501
O05.6,"Полный или неуточн.аборт,осложнившийся длительным или чрезмерным кровотеч.",1501
O05.7,"Полный или неуточненный аборт, осложнившийся эмболией",1501
O05.8,Полный или неуточненный аборт с другими или неуточненными осложнениями,1501
O05.9,Полный или неуточненный аборт без осложнений,1501
O06,Аборт неуточненный,1501
O06.0,"Неполный аборт, осложнившийся инфекцией половых путей и тазовых органов",1501
O06.1,"Неполный аборт, осложнившийся длительным или чрезмерным кровотечением",1501
O06.2,"Неполный аборт, осложнившийся эмболией",1501
O06.3,Неполный аборт с другими и неуточненными осложнениями,1501
O06.4,Неполный аборт без осложнений,1501
O06.5,"Полный или неуточн. аборт,осложнившийся инфекцией пол. путей и таз. органов",1501
O06.6,"Полный или неуточн. аборт,осложнившийся длительным или чрезмерным кровотеч.",1501
O06.7,"Полный или неуточненный аборт, осложнившийся эмболией",1501
O06.8,Полный или неуточненный аборт с другими или неуточненными осложнениями,1501
O06.9,Полный или неуточненный аборт без осложнений,1501
O07,Неудачная попытка аборта,1501
O07.0,"Неудачный мед. аборт,осложнившийся инфекцией половых путей и таз. органов",1501
O07.1,"Неудачный мед. аборт,осложнившийся длительным или чрезмерным кровотечением",1501
O07.2,"Неудачный медицинский аборт, осложнившийся эмболией",1501
O07.3,Неудачный медицинский аборт с другими и неуточненными осложнениями,1501
O07.4,Неудачный медицинский аборт без осложнений,1501
O07.5,"Др.и неуточн.неуд.попытки аборта,осложнивш. инфекцией пол.путей и таз. орг.",1501
O07.6,"Др.и неут.неуд.попытки аборта,осложнивш.длительным или чрезмерным кровотеч.",1501
O07.7,"Другие и неуточненные неудачные попытки аборта, осложнившиеся эмболией",1501
O07.8,Др. и неуточн. неудачные попытки аборта с др. и неуточненными осложнениями,1501
O07.9,Другие и неуточненные неудачные попытки аборта без осложнений,1501
O08,"Осложнения, вызванные абортом, внематочной и молярной беременностью",1501
O08.0,"Инфекция пол.путей и таз.органов,вызванная абортом,внемат.и молярной берем.",1501
O08.1,"Длит. или массивное кровотеч.,вызванное абортом,внемат. и молярной берем.",1501
O08.2,"Эмболия, вызванная абортом, внематочной и молярной беременностью",1501
O08.3,"Шок, вызванный абортом, внематочной и молярной беременностью",1501
O08.4,"Почечная недостаточность,вызванная абортом,внемат. и молярной беременностью",1501
O08.5,"Нарушения обмена веществ,вызван. абортом,внемат. и молярной беременностью",1501
O08.6,"Повреждения таз.органов и тканей,вызванные абортом,внемат.и молярной берем.",1501
O08.7,"Другие венозные осложнения,вызван. абортом,внемат. и молярной беременностью",1501
O08.8,"Другие осложнения, вызванные абортом, внематочной и молярной беременностью",1501
O08.9,"Осложнение,вызванное абортом,внематочной и молярной беременностью,неуточн.",1501
O10,"Существовавшая ранее гипертензия,осложняющая берем., роды и послерод.период",1502
O10.0,"Существов.ранее эссенц.гипертензия,осложняющ. берем.,роды и послерод.период",1502
O10.1,"Существов.ранее кардиоваск.гипертензия,осложн.бер.,роды и послерод. период",1502
O10.2,"Существов.ранее почечн.гипертензия,осложняющ. берем.,роды и послерод.период",1502
O10.3,"Существ.ранее кардиоваск.и почечная гипертензия, осложн. бер., роды",1502
O10.4,"Существов.ранее вторичн.гипертензия,осложняющая бер.,роды и послерод.период",1502
O10.9,"Существ.ранее гипертензия,осложняющ. бер.,роды и послерод.период,неуточн.",1502
O11,Существовавшая ранее гипертензия с присоединившейся протеинурией,1502
O11.9,Существовавшая ранее гипертензия с присоединившейся протеинурией,1502
O12,Вызванные беременностью отеки и протеинурия без гипертензии,1502
O12.0,Вызванные беременностью отеки,1502
O12.1,Вызванная беременностью протеинурия,1502
O12.2,Вызванные беременностью отеки с протеинурией,1502
O13,Вызванная беременностью гипертензия без значительной протеинурии,1502
O13.9,Вызванная беременностью гипертензия без значительной протеинурии,1502
O14,Вызванная беременностью гипертензия со значительной протеинурией,1502
O14.0,Преэклампсия [нефропатия] средней тяжести,1502
O14.1,Тяжелая преэклампсия,1502
O14.9,Преэклампсия [нефропатия] неуточненная,1502
O15,Эклампсия,1502
O15.0,Эклампсия во время беременности,1502
O15.1,Эклампсия в родах,1502
O15.2,Эклампсия в послеродовом периоде,1502
O15.9,Эклампсия неуточненная по срокам,1502
O16,Гипертензия у матери неуточненная,1502
O16.9,Гипертензия у матери неуточненная,1502
O20,Кровотечение в ранние сроки беременности,1503
O20.0,Угрожающий аборт,1503
O20.8,Другие кровотечения в ранние сроки беременности,1503
O20.9,Кровотечение в ранние сроки беременности неуточненное,1503
O21,Чрезмерная рвота беременных,1503
O21.0,Рвота беременных легкая или умеренная,1503
O21.1,Чрезмерная или тяжелая рвота беременных с нарушениями обмена веществ,1503
O21.2,Поздняя рвота беременных,1503
O21.8,"Другие формы рвоты, осложняющей беременность",1503
O21.9,Рвота беременных неуточненная,1503
O22,Венозные осложнения во время беременности,1503
O22.0,Варикозное расширение вен нижних конечностей во время беременности,1503
O22.1,Варикозное расширение вен половых органов во время беременности,1503
O22.2,Поверхностный тромбофлебит во время беременности,1503
O22.3,Глубокий флеботромбоз во время беременности,1503
O22.4,Геморрой во время беременности,1503
O22.5,Тромбоз церебральных вен во время беременности,1503
O22.8,Другие венозные осложнения во время беременности,1503
O22.9,Венозное осложнение во время беременности неуточненное,1503
O23,Инфекции мочеполовых путей при беременности,1503
O23.0,Инфекции почек при беременности,1503
O23.1,Инфекции мочевого пузыря при беременности,1503
O23.2,Инфекции уретры при беременности,1503
O23.3,Инфекции других отделов мочевых путей при беременности,1503
O23.4,Инфекция мочевых путей при беременности неуточненная,1503
O23.5,Инфекции половых путей при беременности,1503
O23.9,Другая и неуточненная инфекция мочеполовых путей при беременности,1503
O24,Сахарный диабет при беременности,1503
O24.0,Существовавший ранее сахарный диабет инсулинзависимый,1503
O24.1,Существовавший ранее сахарный диабет инсулиннезависимый,1503
O24.2,"Существовавший ранее сахарный диабет, связанный с недостаточностью питания",1503
O24.3,Существовавший ранее сахарный диабет неуточненный,1503
O24.4,"Сахарный диабет, развившийся во время беременности",1503
O24.9,Сахарный диабет при беременности неуточненный,1503
O25,Недостаточность питания при беременности,1503
O25.9,Недостаточность питания при беременности,1503
O26,"Мед.пом. матери в связи с др.состояниями,связанными преимущ.с беременностью",1503
O26.0,Чрезмерное увеличение массы тела во время беременности,1503
O26.1,Недостаточное увеличение массы тела во время беременности,1503
O26.2,Медицинская помощь женщине с привычным невынашиванием беременности,1503
O26.3,Оставшееся внутриматочное противозачаточное средство при беременности,1503
O26.4,Герпес беременных,1503
O26.5,Гипотензивный синдром у матери,1503
O26.6,"Поражения печени во время беременности, родов и в послеродовом периоде",1503
O26.7,"Подвывих лонного сочленения во время берем., родов и в послерод. периоде",1503
O26.8,"Другие уточненные состояния, связанные с беременностью",1503
O26.9,"Состояние, связанное с беременностью, неуточненное",1503
O28,"Отклонения от нормы, выявленные при антенатальном обследовании матери",1503
O28.0,"Гематологические отклонения,выявлен. при антенатальном обследовании матери",1503
O28.1,"Биохимические отклонения, выявленные при антенатальном обследовании матери",1503
O28.2,"Цитологические изменения, выявленные при антенатальном обследовании матери",1503
O28.3,"Патологич. изменения,выявлен.при ультразвуковом антенатальном обслед.матери",1503
O28.4,"Патологич.изменения,выявлен.при рентгенологич. антенатальном обслед. матери",1503
O28.5,"Хромосомные или генетич. аномалии,выявлен. при антенатальном обслед. матери",1503
O28.8,"Другие отклонения от нормы,выявленные при антенатальном обследовании матери",1503
O28.9,"Отклонение от нормы,выявлен. при антенатальном обследовании матери,неуточн.",1503
O29,"Осложнения, связанные с проведением анестезии в период беременности",1503
O29.0,Легочные осложнения анестезии в период беременности,1503
O29.1,Кардиологические осложнения анестезии в период беременности,1503
O29.2,Осложнения со стороны ЦНС в связи с анестезией в период беременности,1503
O29.3,Токсическая реакция на местную анестезию в период беременности,1503
O29.4,"Гол.боли,вызван.проведением спинномозг.или эпидуральной анест.в период бер.",1503
O29.5,Другие осложнения спинномозговой или эпидуральной анестезии в период берем.,1503
O29.6,Неудача или трудности при интубации во время беременности,1503
O29.8,Другие осложнения анестезии в период беременности,1503
O29.9,Осложнение анестезии в период беременности неуточненное,1503
O30,Многоплодная беременность,1504
O30.0,Беременность двойней,1504
O30.1,Беременность тройней,1504
O30.2,Беременность четырьмя плодами,1504
O30.8,Другие формы многоплодной беременности,1504
O30.9,Многоплодная беременность неуточненная,1504
O31,"Осложнения, характерные для многоплодной беременности",1504
O31.0,Бумажный плод,1504
O31.1,Продолжающаяся беременность после аборта одного или более чем одного плода,1504
O31.2,Продолжающаяся бер.после внутриутр.гибели одного или более чем одного плода,1504
O31.8,"Другие осложнения, характерные для многоплодной беременности",1504
O32,Мед.пом.матери при установленном или предполаг.неправильн.предлежании плода,1504
O32.0,"Неустойчивое положение плода,требующее предоставления мед. помощи матери",1504
O32.1,"Ягодичное предлежание плода,требующее предоставления мед. помощи матери",1504
O32.2,"Поперечное или косое положение плода,требующее предост. мед. помощи матери",1504
O32.3,"Лицевое,лобное или подбород.предлеж. плода,требующ.предост. мед.пом. матери",1504
O32.4,"Высокое стояние головки к концу берем.,требующее предост. мед. пом. матери",1504
O32.5,"Многоплод.бер.с неправ.предлеж.одн.или неск.плодов,треб.предост.мед.пом.мат",1504
O32.6,"Комбинир. предлежание плода,требующее предоставления мед. помощи матери",1504
O32.8,"Др.формы неправ. предлежания плода,требующие предоставления мед.пом. матери",1504
O32.9,"Неправ. предлежание плода,требующее предост. мед. помощи матери,неуточнен.",1504
O33,Мед.пом.матери при установленном или предполаг.несоответ. разм.таза и плода,1504
O33.0,"Деформация костей таза,приводящ.к диспропорции,треб. предост.мед.пом.матери",1504
O33.1,"Равномерно суженный таз,привод. к диспропорции,треб. предост.мед.пом.матери",1504
O33.2,"Сужение входа таза,приводящ.к диспропорции,требующей предост.мед.пом.матери",1504
O33.3,"Сужение выхода таза,привод.к диспропорции,требующей предост.мед.пом. матери",1504
O33.4,"Диспроп.смешан.материн.и плодного происхождения,треб.предост.мед.пом.матери",1504
O33.5,"Крупные размеры плода,приводящие к диспроп.,требующ. предост.мед.пом.матери",1504
O33.6,"Гидроцефалия плода,приводящая к диспроп.,требующей предост. мед.пом. матери",1504
O33.7,"Др.аномалии плода,приводящие к диспроп.,требующей предост. мед. пом. матери",1504
O33.8,"Диспропорция вследствие других причин,требующая предост. мед. пом. матери",1504
O33.9,"Диспропорция,требующая предоставления медицинской помощи матери,неуточнен.",1504
O34,Мед.помощь матери при установленной или предполагаем. аномалии органов таза,1504
O34.0,"Врожденные аномалии матки,требующие предоставления мед. помощи матери",1504
O34.1,"Опухоль тела матки, требующая предоставления медицинской помощи матери",1504
O34.2,"Послеоперационный рубец матки,требующий предоставления мед. помощи матери",1504
O34.3,"Истмико-цервикальная недостаточность,требующая предост. мед. помощи матери",1504
O34.4,"Другие аномалии шейки матки,требующие предоставления мед. помощи матери",1504
O34.5,"Другие аномалии беременной матки,требующие предоставления мед.помощи матери",1504
O34.6,"Аномалии влагалища, требующие предоставления медицинской помощи матери",1504
O34.7,"Аномалии вульвы и промежности, требующие предоставления мед. помощи матери",1504
O34.8,"Др. уточненные аномалии тазовых органов,требующие предост.мед.помощи матери",1504
O34.9,"Аномалия тазовых органов,требующая предост. мед. помощи матери,неуточненная",1504
O35,Мед.помощь матери при установленных или предполаг.аномалиях и поврежд.плода,1504
O35.0,"Пороки развития ЦНС у плода,требующие предоставления медиц. помощи матери",1504
O35.1,"Хромосомные аномалии у плода(предполагаемые),требующ.предост.мед.пом.матери",1504
O35.2,"Наследственные болезни у плода(предполаг.),требующие предост.мед.пом.матери",1504
O35.3,"Пораж.плода (предполаг.)в рез.вирусн.заб.матери,треб.предост.мед.пом.матери",1504
O35.4,"Пораж.плода (предполаг.)в рез.воздейств. алког.,треб.предост.мед.пом.матери",1504
O35.5,"Пораж.плода (предполаг.)в рез.употр.лек.средств,треб.предост.мед.пом.матери",1504
O35.6,"Поражение плода (предполаг.)в рез. радиации,треб. предост. мед. пом. матери",1504
O35.7,"Пораж.плода (предполаг.)в рез. др. мед.процедур,треб.предост.мед.пом.матери",1504
O35.8,"Др.аномалии и поражения плода (предполаг.),требующие предост.мед.пом.матери",1504
O35.9,"Аномалия и поражение плода,требующие предост.мед.помощи матери,неуточненные",1504
O36,Медиц.пом. матери при др.установленных или предполаг.патологич.сост. плода,1504
O36.0,"Резус-иммунизация, требующая предоставления медицинской помощи матери",1504
O36.1,"Др. формы изоиммунизации,требующие предоставления медицинской помощи матери",1504
O36.2,"Водянка плода, требующая предоставления медицинской помощи матери",1504
O36.3,"Признаки внутриутробной гипоксии плода,требующие предост. мед. пом. матери",1504
O36.4,"Внутриутробная гибель плода, требующая предоставления мед. помощи матери",1504
O36.5,"Недостаточный рост плода,требующий предоставления медицинской помощи матери",1504
O36.6,"Избыточный рост плода, требующий предоставления медицинской помощи матери",1504
O36.7,"Жизнеспособн.плод при абдоминальной берем.,требующей предост.мед.пом.матери",1504
O36.8,"Др.уточненные отклонения в состоянии плода,требующие предост.мед.пом.матери",1504
O36.9,"Отклонение в состоянии плода,требующее предост.мед.помощи матери,неуточнен.",1504
O40,Многоводие,1504
O40.9,Многоводие,1504
O41,Другие нарушения со стороны амниотической жидкости и плодных оболочек,1504
O41.0,Олигогидрамнион,1504
O41.1,Инфекция амниотической полости и плодных оболочек,1504
O41.8,Другие уточненные нарушения амниотической жидкости и плодных оболочек,1504
O41.9,Нарушение амниотической жидкости и плодных оболочек неуточненное,1504
O42,Преждевременный разрыв плодных оболочек,1504
O42.0,"Преждевременный разрыв плодных оболочек,начало родов в последующие 24 часа",1504
O42.1,"Преждевр.разрыв плодных оболочек,начало родов после 24-ч.безводного периода",1504
O42.2,"Преждевр.разрыв плодных оболочек,задержка родов,связ. с проводимой терапией",1504
O42.9,Преждевременный разрыв плодных оболочек неуточненный,1504
O43,Плацентарные нарушения,1504
O43.0,Синдромы плацентарной трансфузии,1504
O43.1,Аномалия плаценты,1504
O43.8,Другие плацентарные нарушения,1504
O43.9,Плацентарное нарушение неуточненное,1504
O44,Предлежание плаценты,1504
O44.0,"Предлежание плаценты, уточненное как без кровотечения",1504
O44.1,Предлежание плаценты с кровотечением,1504
O45,Преждевременная отслойка плаценты [abruptio placentae],1504
O45.0,Преждевременная отслойка плаценты с нарушением свертываемости крови,1504
O45.8,Другая преждевременная отслойка плаценты,1504
O45.9,Преждевременная отслойка плаценты неуточненная,1504
O46,"Дородовое кровотечение, не классифицированное в других рубриках",1504
O46.0,Дородовое кровотечение с нарушением свертываемости,1504
O46.8,Другое дородовое кровотечение,1504
O46.9,Дородовое кровотечение неуточненное,1504
O47,Ложные схватки,1504
O47.0,Ложные схватки в период до 37 полных недель беременности,1504
O47.1,"Ложные схватки, начиная с 37 полных недель беременности",1504
O47.9,Ложные схватки неуточненные,1504
O48,Переношенная беременность,1504
O48.9,Переношенная беременность,1504
O60,Преждевременные роды,1505
O60.9,Преждевременные роды,1505
O61,Неудачная попытка стимуляции родов,1505
O61.0,Неудачная попытка стимуляции родов медикаментозными средствами,1505
O61.1,Неудачная попытка стимуляции родов инструментальными методами,1505
O61.8,Другие виды неудачной попытки стимуляции родов,1505
O61.9,Неудачная попытка стимуляции родов неуточненная,1505
O62,Нарушения родовой деятельности [родовых сил],1505
O62.0,Первичная слабость родовой деятельности,1505
O62.1,Вторичная слабость родовой деятельности,1505
O62.2,Другие виды слабости родовой деятельности,1505
O62.3,Стремительные роды,1505
O62.4,"Гипертонические, некоординированные и затянувшиеся сокращения матки",1505
O62.8,Другие нарушения родовой деятельности,1505
O62.9,Нарушение родовой деятельности неуточненное,1505
O63,Затяжные роды,1505
O63.0,Затянувшийся первый период родов,1505
O63.1,Затянувшийся второй период родов,1505
O63.2,"Задержка рождения второго плода из двойни, тройни и т.д.",1505
O63.9,Затяжные роды неуточненные,1505
O64,Затрудненные роды вследствие неправильного положения или предлежания плода,1505
O64.0,Затрудненные роды вследствие неполного поворота головки плода,1505
O64.1,Затрудненные роды вследствие ягодичного предлежания,1505
O64.2,Затрудненные роды вследствие лицевого предлежания,1505
O64.3,Затрудненные роды вследствие лобного предлежания,1505
O64.4,Затрудненные роды вследствие предлежания плечика,1505
O64.5,Затрудненные роды вследствие комбинированного предлежания,1505
O64.8,Затрудненные роды вследствие др.неправильного положения и предлежания плода,1505
O64.9,Затрудненные роды вследствие неправ. положения и предлежания плода неуточн.,1505
O65,Затрудненные роды вследствие аномалии таза у матери,1505
O65.0,Затрудненные роды вследствие деформации таза,1505
O65.1,Затрудненные роды вследствие равномерно суженного таза,1505
O65.2,Затрудненные роды вследствие сужения входа таза,1505
O65.3,Затруднен.роды вследствие сужения выходн.отверстия и среднего диаметра таза,1505
O65.4,Затрудненные роды вследствие несоответствия размеров таза и плода неуточн.,1505
O65.5,Затрудненные роды вследствие аномалии органов таза у матери,1505
O65.8,Затрудненные роды вследствие других аномалий таза у матери,1505
O65.9,Затрудненные роды вследствие аномалии таза у матери неуточненной,1505
O66,Другие виды затрудненных родов,1505
O66.0,Затрудненные роды [дистоция] вследствие предлежания плечика,1505
O66.1,Затрудненные роды вследствие сцепления [коллизии] близнецов,1505
O66.2,Затрудненные роды вследствие необычно крупного плода,1505
O66.3,Затрудненные роды вследствие других аномалий плода,1505
O66.4,Неудачная попытка вызвать роды неуточненная,1505
O66.5,Неудачная попытка применения вакуум-экстрактора и наложения щипцов неуточн.,1505
O66.8,Другие уточненные виды затрудненных родов,1505
O66.9,Затрудненные роды неуточненные,1505
O67,"Роды и родоразрешение, осложнившиеся кровотеч. во время родов, НКДР",1505
O67.0,Кровотечение во время родов с нарушением свертываемости крови,1505
O67.8,Другие кровотечения во время родов,1505
O67.9,Кровотечение во время родов неуточненное,1505
O68,"Роды и родоразрешение, осложнившиеся стрессом плода [дистресс]",1505
O68.0,"Роды, осложнившиеся изменениями частоты сердечных сокращений плода",1505
O68.1,"Роды, осложнившиеся выходом мекония в амниотическую жидкость",1505
O68.2,"Роды,осложн.измен.част.сердечн.сокр.плода с вых.мекония в амниот.жидкость",1505
O68.3,"Роды, осложнившиеся появлением биохимических признаков стресса плода",1505
O68.8,"Роды, осложнившиеся появлением других признаков стресса плода",1505
O68.9,"Роды, осложнившиеся стрессом плода неуточненным",1505
O69,"Роды и родоразрешение, осложнившиеся патологическим состоянием пуповины",1505
